screen_name, location, created_at, description
aoifed,Vancouver,Thu Nov 06 05:55:10 +0000 2008,EA to VP & GM of CTV BC... In scrabble those letters will get me 28 points. 
24hoursvan,Vancouver; B.C.,Tue Nov 04 21:53:55 +0000 2008,24 hours Vancouver newspaper at your service! 
envtsustainvan,Vancouver,Mon Feb 16 23:26:45 +0000 2009,4th yr ubc envt & sustainability. I love living in this city! #sust; urbanomics; urban planning; #bcpoli. 
PrinceAbdulKohi,,Thu Aug 26 21:22:02 +0000 2010,
68lovegod99,Vancouver BC,Sat May 16 04:23:17 +0000 2009,An agitator; stirrer - up of conundrums; absorbent sponge of culturalist metaphors; washing away irony with thoughtful humor in minimalist fashion  
Courteosity,,Fri Aug 12 16:54:21 +0000 2011,
actualtina,Vancouver; BC,Mon Sep 20 18:03:43 +0000 2010,writer and editor; triathlon hobbyist; mom of two; reader of long articles on varied topics; serial comma supporter
chocfan,,Thu Aug 11 03:29:44 +0000 2011,
Karenbc23,vancouver; canada,Sun May 08 03:21:02 +0000 2011,karen and brian doing back to back guitar solos into eternity - and re/tweeting interesting news about culture; architecture; design; union activism etc...
kk_ismyname,West Canadia,Mon Aug 08 01:43:31 +0000 2011,Prepare to be amazed by the power of my thoughts. I live in my own little world. 
BCAutoCon,Vancouver BC Canada,Fri Jun 24 18:13:23 +0000 2011,News; Updates and Topics From the Upcoming 2011 BC Auto Conference happening Sept 19-20
nefariousnikki,,Wed Jan 26 10:25:31 +0000 2011,
twksc,,Mon Aug 01 23:18:17 +0000 2011,
shanekingski,vancouver bc,Tue Mar 24 16:17:22 +0000 2009,live for my hockey teams winnipeg jets and vancouver canucks also i like to quote a lot !!
liu_mia,,Sat Jun 11 23:00:04 +0000 2011,
CruiseFanNation,Where ever you need to go!,Tue Jan 26 20:02:00 +0000 2010,Cruise Connections is one of the largest cruise-only retailers in North America.  Our deals are subject to availability...so call today! 1-800-661-WAVE (9283)  
VanRelationship,Vancouver,Thu Jul 21 17:12:38 +0000 2011,Relationships aren't easy. With a dash of humour and a tad of sarcasm; Ms. Van is here to help :)
KevinLechleiter,Surrey (Vancouver),Mon Jul 25 22:31:21 +0000 2011,
controlmgr,poco,Mon Jul 25 06:47:08 +0000 2011,
Amritsandhar,Canada,Thu Apr 09 08:29:48 +0000 2009,Life is like Twitter. You just have to Tweet what you feel; Retweet the good memories; Delete the drama and Follow your Dreams.King Without A Crown. 27E4D054
TheresaMcManus,New Westminster,Sat Apr 18 06:56:11 +0000 2009,Reporter for Royal City Record
brianrevel,Vancouver; BC,Fri Feb 27 19:36:01 +0000 2009,
BcGoGoBox,Vernon; BC,Mon Apr 04 18:19:47 +0000 2011,Make the move easy with GoGoBox reusable moving boxes. Less time; less effort; less money; & less effect on the environment.
DreiDizzler,Vancouver; Canada,Wed Nov 04 08:23:01 +0000 2009,Insurance Specialist for a Financial Services Company. Trying to take over the world; one tweet at a time. Canucks; WhiteCaps; Lions 
HarmanRomiGill,Surrey; BC,Sun Jun 20 22:11:25 +0000 2010,Motivational/Life Coach in the making | Web Designer  | Entrepreneur | Social Activist | Volunteer | Bodybuilder | Personal Trainer | Spiritual | Resourceful
tedfieldglobal,vancouver,Mon Jan 31 21:39:18 +0000 2011,Reporter at Global BC News
MusicQueen88,,Fri Mar 27 05:49:16 +0000 2009,I love Jesus; Video Games; the Canucks; and the WWE! I'm different ☺
PMeisznerGlobal,Burnaby; BC,Mon Jul 11 21:40:00 +0000 2011,Online News Producer at Global BC and Gastown resident. Appearing on Global BC Morning News Trending Now. Tweets and RT do not represent views of my employer.
skrawls,,Mon Sep 28 00:55:42 +0000 2009,Graphic and Web Designer; Film and TV lover; sympathizer; obsessive compulsive bed-maker; and Blizzard Fan Club Member.
thebussnob,Vancouver & World,Wed Jul 13 02:51:33 +0000 2011,Here to educate.  Images are not of the user but observations are made in Vancouver; British Columbia by a religious transit user.   Submit.
NinyaS2,Vancouver,Wed Jul 01 22:46:37 +0000 2009,http://ninyas2.tumblr.com/
514to604,,Tue Jul 12 17:11:20 +0000 2011,
SerenaLo1,Burnaby,Wed Jul 06 17:09:27 +0000 2011,I'm Serena Lo and I'm applying to be the YVR Storyteller.I hope you can support me in this challenge. Find me on facebook.
Jeffusion,Vancouver; British Columbia,Sat Apr 21 19:16:34 +0000 2007,On a good day opinions are my own.    RTs aren't necessarily endorsements. I could just be hedging my bets.
Iluminadaj85,Georgia  ,Fri Mar 25 08:55:33 +0000 2011,
spacingvan,Vancouver; B.C.; Canada,Fri Jun 24 15:28:46 +0000 2011,Spacing Vancouver examines the joys; obstacles & politics of the urban landscape in B.C. @Spacing Canadian Magazine of the Year 2007-09.
AlejandroDiazG,,Wed Aug 19 19:41:12 +0000 2009,
T120_VHS,N 49º 10.1880'; W 122º 49.131',Mon Nov 03 17:59:00 +0000 2008,just some random internet person.
heather_bee,Vancouver; Canada,Tue Jun 10 17:49:02 +0000 2008,Thought machine
BeauZhang,Vancouver; BC,Tue Jun 23 06:08:33 +0000 2009,
BC_InsuranceGal,New Westminster BC Canada,Thu Mar 05 20:40:23 +0000 2009,I help create certainty in your life in case something happens. As an independent advisor I work for you; not my suppliers. I love Golf; red wine & great food
mykeames,Toronto; ON,Mon Jun 22 03:04:58 +0000 2009,Toronto newbie exploring the city; job hunter; bulldog owner; golfer; photographer; car nut; gadget freak
Janellh87,Georgia  ,Fri Mar 25 08:33:40 +0000 2011,
Adenae165,Colorado,Fri Mar 25 09:00:45 +0000 2011,
magazinemaven,Vancouver,Mon Jun 27 04:08:45 +0000 2011,
Manuelao703,Illinois,Wed Mar 23 12:52:33 +0000 2011,
Nakitap511,Virginia,Fri Mar 25 08:58:45 +0000 2011,
Romaf934,Texas,Fri Mar 25 08:08:47 +0000 2011,
Robenah277,Oklahoma,Fri Mar 25 08:16:02 +0000 2011,
Vinitab50,Mississippi,Fri Mar 25 08:25:27 +0000 2011,
SteppingUpHRM,Halifax Regional Municipality,Mon May 24 18:02:59 +0000 2010,We are the physical activity strategy for  Halifax Region to help residents be physically active.
Nobukox690,Kansas,Fri Mar 25 08:56:32 +0000 2011,
YuriArtibise,Vancouver; BC,Wed Aug 13 01:37:14 +0000 2008,I'm a policy analyst; blogger; urbanist & community manager who is re-discovering what #Vancouver has to offer. I also tweet for @PlaceSpeak and @SpacingVan
gstring,ÜT: 49.258956;-123.139171,Wed Jan 30 22:07:37 +0000 2008,An East Coast boy living a West Coast dream.  The opinions expressed here are either mine; or were found amusing by me. Nobody else. Well. Some others; maybe.
Kghobad,Toronto; Canada,Mon Feb 02 05:59:31 +0000 2009,West coast atheist X-restauranteur and BCIT grad with interests in sustainability; politics; food; architecture and construction; making it out in Toronto.
Nevadai358,Arkansas,Fri Mar 25 08:56:57 +0000 2011,
Ninfad889,Arizona,Wed Mar 23 12:51:21 +0000 2011,
Ambient_Skater,,Fri Jun 26 21:01:35 +0000 2009,
dotcal604,Vancouver; BC,Mon Dec 06 21:45:40 +0000 2010,
kikiegan,Vancouver; BC; Canada,Tue Jul 28 05:20:36 +0000 2009,i am a vet assistant. ilove being outdoors reading; hanging w/ friends and watchin TRUEBLOOD and MERLIN and DR.WHO
cherylshoji,Vancouver; BC Canada,Thu Nov 20 22:40:37 +0000 2008,photo assignment editor at the vancouver sun
hjwucga,Lower Mainland; BC; Canada,Fri Apr 02 04:32:12 +0000 2010,Full service CGA firm providing auditing; accounting; tax; + more for businesses and non-profits. English; Taiwanese; Mandarin; & Hakka. T: 1.604.636.1862   
cherrry_potter,Vancouver,Sat May 21 05:20:44 +0000 2011,-cherrypotter.tumblr.com ||   
ndck69,NewWestminster,Thu Jun 02 16:56:27 +0000 2011,just a fun guy that takes social media seriously; I have lots to offer. I'm no where near perfect but try everyday to do something good. Welcome
happyinWhistler,Whistler; BC,Fri Jun 03 05:19:08 +0000 2011,Live; Laugh; Love   in Whistler
mdobrinskaya,Vancouver; BC,Thu Jun 09 22:29:30 +0000 2011,Politics. Food. Vancouver. Baby.
forgetful_man,Vancouver,Thu Sep 02 23:37:03 +0000 2010,Husband; Father; Expatriot; Non-profit Manager; Bibliophile  
awkwardambition,Halloween Town,Sat Jun 19 02:27:11 +0000 2010,Overzealous fan of Tim Burton and nighttime.  'The live people ignore the strange and unusual.' I myself am strange and unusual.
mwrcook,Vancouver,Mon Dec 22 01:01:13 +0000 2008,Just a squirrel trynna geta nut.
slouisen,,Wed Aug 25 11:32:56 +0000 2010,
michelmcdermott,North Vancouver BC,Wed Dec 29 17:16:52 +0000 2010,I'm a Host on Citytv Vancouver's Breakfast Television...I wonder if Louis Vuitton would monogram the bags under my eyes?? Anyone?
dheuvrZ,Vancouver/Surrey,Sat Feb 05 08:09:30 +0000 2011,Stoner; activist; writer; singer. Member of @CoastalChronic (the guy who actually shows up on camera). Oh and I run a studio in NorDel called Studio72. Check it
ginnypinnybugs,,Thu Mar 12 14:39:51 +0000 2009,
Naomaq164,Maine,Fri Mar 25 09:09:52 +0000 2011,
TheGreenMen,Rogers Arena,Thu Dec 24 02:14:34 +0000 2009,Well... We are Green; Enjoy all things hockey; Once flirted with Nicole Kidman and bleed Canucks
redsonya2,,Sat Jun 26 19:24:58 +0000 2010,
WayneRacine,Right place; right time.,Wed Feb 18 05:26:30 +0000 2009,Digital Marketing Manager. Collector of skills. Doesn't suffer fools gladly. Fan of the obscure and outside. B-Boy for life.
PabloP74,ÜT: 49.203391;-122.925295,Sun Jul 12 00:55:28 +0000 2009,Formerly known as PabloPenguin74  I am often found speaking in alliteration. Like to talk about life; parenting; canucks (hockey in general) & performing arts.
TweetMeVancouve,Vancouver; BC,Tue Feb 22 17:50:30 +0000 2011,Get Yours Here! Answers and comments from a world of professionals plus local access to info; media; reviews; entertainment & more all channeled to serve you! 
billamos,Vancouver,Wed Feb 25 22:44:00 +0000 2009,Journalism Instructor at BCIT; ex- CBC newsman
SFUBeedie,Metro Vancouver; BC; Canada,Mon Aug 17 16:45:35 +0000 2009,Beedie School of Business at Simon Fraser University: Where ideas grow. One of the world's top 25 schools for management research; home to Canada's first EMBA. 
karensawa,,Mon Nov 29 02:22:34 +0000 2010,Newly returned to and ready to rediscover #YVR. Interests: writing; editing; plain language; urbanism; sustainability; community; food; social justice & crafts.
AVancouverBus,Fare Zone 1,Sat Jun 04 04:27:31 +0000 2011,The People's Chariot
VancouvertoSea,Vancouver,Mon May 16 21:48:38 +0000 2011,Vancouver Arts; Culture; Music; Festivals; Green friendly Deals; and fun stuff Blog
kevinbtang,Vancouver,Sat Apr 25 12:59:58 +0000 2009,
pleep,Vancouver; BC,Wed Apr 15 03:51:37 +0000 2009,Aspiring Web Developer; Graphic Designer. Avid Gamer; Basketball Fanatic. Cheesecakes; weakness. Current Display Picture: Sad Robot Anne. 
lindseydunn,Canada,Thu Mar 05 06:05:44 +0000 2009,
VertiThink,Vancouver BC; Canada,Fri Jan 29 04:07:00 +0000 2010,Not a wealthy industrialist; philanthropist or bicyclist. Marketing monkey for a wireless co. They r not responsible 4 my tweets. Do I really have 2 write that?
LeanneViola,Vancouver; BC,Wed Sep 08 13:38:00 +0000 2010,I like to laugh.  I like to read books.  I like crossfit.  I like food.  My dream is to travel and eat copious amounts of food for a living.  
talkingfrog,vancouver  british columbia,Fri Mar 20 10:46:35 +0000 2009,(first nation)(religion:anglican)(sports:canucks lions)(hobby: jamming /gospel -piano-guitar)  nisgaa elder (MANY EYES ARE WATCHING YOU)
MayorWatts,Surrey; B.C. Canada,Thu Jan 20 21:07:09 +0000 2011,Mayor of Surrey; B.C. 
RitaKoivunen,Vancouver; BC,Mon May 10 06:14:45 +0000 2010,   
fergalmatt, 128A St Surrey; BC V3W,Mon May 24 14:05:47 +0000 2010,
IamKGB,Vancity,Mon Mar 09 05:22:35 +0000 2009,Mad scientist...nuff said.
at0mat,Victoria; BC; Canada,Sun Jun 08 19:37:48 +0000 2008,Software Engineering student; rock climber; hiker; amateur astronomer; infrastructure enthusiast and 99% distilled awesome.
ve7wnk,Vancouver BC Canada,Thu Sep 10 03:32:07 +0000 2009,Amateur Radio Operator; Contester; Scanner Geek; Network Technician; Telecommunications Technician; Broadcast Nut; IT Security guru; and Hockey Fan...
danj2007,,Sun Sep 05 01:45:36 +0000 2010,
kancrys,,Tue Mar 29 08:24:52 +0000 2011,years from now we'll look back on these time; laugh nervously and change the topic. 
wesgroup,Vancouver; BC,Thu Jan 28 07:22:56 +0000 2010,A Vancouver-based; family-owned real estate company that specializes in the development of sustainable; mixed-use spaces.
CartCultureBlog,Vancouver,Fri Feb 05 18:47:55 +0000 2010,OUR GOAL: Support local charities & people in need. Spread awareness about homelessness. Discover carts in Vancouver & the awesome objects they hold.
ScanBC,British Columbia,Mon Jul 20 02:13:14 +0000 2009,ScanBC is British Columbia's online radio scanning community. Your source for raw; unfiltered; local breaking news.
ZORO_Really,Vancouver,Thu Feb 24 09:13:03 +0000 2011,A Founding Partner of ButtonZilla Productions Inc. We Make Buttons and Stuff. We're just breaking out. Give us a chance. Peace Zoro
MetroVanFD2,MetroVancouver/FraserValley,Sat Apr 09 17:26:44 +0000 2011,Reporting on All Fire Department Related incidents in Metro Van; and Fraser Valley; such as MVA's; Structure Fires; etc. These tweets are my own opinion.
Vote4RinaGill,Surrey; BC,Tue May 10 20:01:09 +0000 2011,Business Woman; Community Volunteer & Surrey City Council Candidate (Ran in 2008 election & missed by 1 spot with 18;888 votes)      
markcrecco,Canada,Wed Apr 15 15:56:59 +0000 2009,No really; you're great!   =]    Opinions are my own.
993thefox,Vancouver,Mon Jan 12 23:50:12 +0000 2009,99.3 The FOX - The FOX Rocks - The ROCK of Vancouver
ICBC_Lawyer,British Columbia,Tue Sep 22 04:49:22 +0000 2009,Hergott Law is a personal injury firm handling mainly ICBC claims.  We act only for injured victims and never for ICBC.
funneymunkey,,Wed Mar 31 04:18:24 +0000 2010,
joydivision21,the moon,Fri Apr 06 10:18:25 +0000 2007,busy single mom of two...taking it all one day at a time
slaurids,Vancouver; BC; Canada,Sat Apr 25 00:53:47 +0000 2009,
AndrewSawyerVan,vancouver ,Tue Jan 12 07:42:29 +0000 2010,
CamSurette,Vancouver,Sun Apr 05 01:24:25 +0000 2009,Former #yyc'ian turned  West End #yvr'ite. Politics; history; philosophy; landscaping & exterior design; architechture; hockey; cats and beautiful people!
mizzmelz,Vancouver; British Columbia,Thu May 28 05:08:35 +0000 2009,Priceless
4minutesleft,Vancouver,Tue Apr 26 22:48:45 +0000 2011,
magemadness,Vancouver BC Canada,Wed May 30 08:26:09 +0000 2007,a karate enthuasist; foodie; and a software programmer who loves movie screening; contests; freebies and tries out new food;  while kicking ass programming
leitamartin,Vancouver,Mon May 02 02:36:48 +0000 2011,City planner living in Vancouver. Interested in variety of urban issues including transportation; food production; community development and sustainability.
aftershock0007,Campbell river BC canada,Tue Feb 08 23:34:42 +0000 2011,I am A single dad with a wonderful daughter and a wonderful family ; I am a TBI ( Traumatic Brain Injury Survivor) since the  age of six and have lots of sppt
transitmuseum,Vancouver,Sun Mar 06 22:53:26 +0000 2011,The Transit Museum Society of Vancouver: Est'd in 1986 to restore; preserve and operate historical vehicles significant to the history of BC public transit.
Whole_Foods_Man,Canada,Sun Apr 10 00:52:31 +0000 2011,Whole Food and Organic Produce enthusiast
Colin_RS,Vancouver,Mon Jan 05 18:05:10 +0000 2009,I've got a big one for ya ;-)  Designer; weightlifter; snowboarder; hiker; curler; dog-lover...oh; and I fuckin love to cuddle!
BrennerPlan_com,Stuttgart; Germany,Mon Sep 06 17:07:30 +0000 2010,BrennerPlan GmbH Stuttgart - Urban Design; Town Planning; Transport Planning; Traffic Engineering and Environmental Planning.
eslwithjen,,Sat Oct 23 00:37:48 +0000 2010,
jennifermcfee,Coquitlam,Mon Apr 18 23:14:55 +0000 2011,Reporter with The Coquitlam Now newspaper; serving Coquitlam; Port Coquitlam; Port Moody; Anmore and Belcarra.
nietha,Surrey; BC; Canada,Sat Apr 19 20:03:27 +0000 2008,gamer girl; nuff said. the world needs more gamer girls. Gamertag: Dokr
markjarder,Surrey; BC; Canada,Tue Nov 09 01:40:15 +0000 2010,I tweet about life and the funny things that comes with it. Photographer | Blogger | Engineering Student #StopKony #Vancouver #Fashion #Photography #BCIT
tokyoricky,Vancouver,Sat Mar 14 07:07:39 +0000 2009,Thank you for visiting our Twitter page!
OneRainyWish,#YXJ; soon to be #YVR/#YYZ,Tue Jul 07 03:31:33 +0000 2009,21 yr-old aspiring #Urbanite | City+Music+Food aficionado | Twitter diplomat | Generous retweeter | S.M. mgmnt @YokoBeef2004 http://www.1RainyWish.tumblr.com
kenplee,Vancouver,Wed Jan 05 00:37:41 +0000 2011,Front End Developer making NOISE @NoiseDigital
CostlessExpress,Coquitlam; BC,Fri Apr 03 16:20:15 +0000 2009,Greater Vancouver's best eco-friendly single source office supplier! Coffee; copy paper; snacks; janitorial; and more. Free carbon neutral delivery!
eastvanbran,Vancouver; BC; Canada,Fri Feb 20 22:39:46 +0000 2009,I am a book whore; a professional volunteer; a music junkie; a geek; a loyal friend; philisophical; an introverted extrovert; a survivor...
